Dependency metrics,quinta, 2 dez 2021 12:06:03 WET
Class,Cyclic,Dcy,Dcy*,Dpt,Dpt*,PDcy,PDpt
"org.jabref.logic.auxparser.AuxParserResult",784,2,1 333,7,1 121,2,4
"org.jabref.logic.auxparser.DefaultAuxParser",784,5,1 333,8,1 121,4,7
"org.jabref.logic.bibtex.BibEntryWriter",784,13,1 333,6,1 121,8,4
"org.jabref.logic.bibtex.FieldContentFormatter",0,5,8,3,1 125,4,2
"org.jabref.logic.bibtex.FieldContentFormatterPreferences",0,1,5,28,1 128,1,11
"org.jabref.logic.bibtex.FieldWriter",0,8,12,9,1 123,4,5
"org.jabref.logic.bibtex.FieldWriterPreferences",0,2,6,15,1 125,2,7
"org.jabref.logic.bibtex.FileFieldWriter",784,1,1 333,10,1 121,1,6
"org.jabref.logic.bibtex.InvalidFieldValueException",0,0,0,6,1 124,0,4
"org.jabref.logic.bibtex.comparator.BibDatabaseDiff",784,10,1 333,2,1 121,5,2
"org.jabref.logic.bibtex.comparator.BibEntryDiff",784,1,1 333,3,1 121,1,2
"org.jabref.logic.bibtex.comparator.BibStringDiff",784,2,1 333,3,1 121,2,2
"org.jabref.logic.bibtex.comparator.BibtexStringComparator",0,1,3,3,1 123,1,3
"org.jabref.logic.bibtex.comparator.CrossRefEntryComparator",784,2,1 333,2,1 121,2,2
"org.jabref.logic.bibtex.comparator.EntryComparator",784,5,1 333,4,1 121,2,3
"org.jabref.logic.bibtex.comparator.FieldComparator",784,12,1 333,6,1 121,6,4
"org.jabref.logic.bibtex.comparator.FieldComparator.FieldType",0,0,0,1,1 122,0,1
"org.jabref.logic.bibtex.comparator.FieldComparatorStack",0,0,0,5,1 122,0,3
"org.jabref.logic.bibtex.comparator.GroupDiff",784,2,1 333,4,1 121,2,2
"org.jabref.logic.bibtex.comparator.IdComparator",784,1,1 333,1,1 121,1,1
"org.jabref.logic.bibtex.comparator.MetaDataDiff",784,4,1 333,4,1 121,4,2
"org.jabref.logic.bibtex.comparator.PreambleDiff",784,2,1 333,4,1 121,1,2
"org.jabref.logic.bst.BibtexCaseChanger",0,2,2,4,16,1,1
"org.jabref.logic.bst.BibtexCaseChanger.FORMAT_MODE",0,0,0,3,17,0,1
"org.jabref.logic.bst.BibtexNameFormatter",0,5,10,3,1 126,2,2
"org.jabref.logic.bst.BibtexPurify",0,3,4,2,12,1,1
"org.jabref.logic.bst.BibtexTextPrefix",0,2,2,2,12,1,1
"org.jabref.logic.bst.BibtexWidth",0,2,3,2,12,1,1
"org.jabref.logic.bst.BstPreviewLayout",0,10,1 350,1,1,8,1
"org.jabref.logic.bst.ChangeCaseFunction",7,6,1 349,1,10,1,1
"org.jabref.logic.bst.FormatNameFunction",7,7,1 349,1,10,2,1
"org.jabref.logic.bst.PurifyFunction",7,5,1 349,1,10,1,1
"org.jabref.logic.bst.TextPrefixFunction",7,5,1 349,1,10,1,1
"org.jabref.logic.bst.VM",7,23,1 349,9,10,6,1
"org.jabref.logic.bst.VM.BstEntry",0,1,1 334,10,12,1,1
"org.jabref.logic.bst.VM.Identifier",0,0,0,2,11,0,1
"org.jabref.logic.bst.VM.MacroFunction",7,3,1 349,1,10,1,1
"org.jabref.logic.bst.VM.StackFunction",7,5,1 349,2,10,1,1
"org.jabref.logic.bst.VM.Variable",0,0,0,0,0,0,0
"org.jabref.logic.bst.VMException",0,0,0,9,1 127,0,1
"org.jabref.logic.bst.WidthFunction",7,5,1 349,1,10,1,1
"org.jabref.logic.citationkeypattern.AbstractCitationKeyPattern",0,1,1,16,1 126,1,10
"org.jabref.logic.citationkeypattern.BracketedPattern",784,18,1 333,5,1 121,9,2
"org.jabref.logic.citationkeypattern.BracketedPattern.Institution",0,1,6,1,1 122,1,1
"org.jabref.logic.citationkeypattern.CitationKeyGenerator",784,12,1 333,20,1 121,7,12
"org.jabref.logic.citationkeypattern.CitationKeyPatternPreferences",0,2,4,20,1 123,1,11
"org.jabref.logic.citationkeypattern.CitationKeyPatternPreferences.KeySuffix",0,0,0,9,1 124,0,5
"org.jabref.logic.citationkeypattern.DatabaseCitationKeyPattern",0,3,3,5,1 122,2,5
"org.jabref.logic.citationkeypattern.GlobalCitationKeyPattern",0,2,2,23,1 125,2,11
"org.jabref.logic.citationstyle.CSLAdapter",784,4,1 333,2,1 121,2,1
"org.jabref.logic.citationstyle.CSLAdapter.JabRefItemDataProvider",784,8,1 333,1,1 121,6,1
"org.jabref.logic.citationstyle.CitationStyle",0,1,5,6,1 122,1,3
"org.jabref.logic.citationstyle.CitationStyleCache",784,5,1 333,3,1 121,4,2
"org.jabref.logic.citationstyle.CitationStyleCache.BibDatabaseEntryListener",784,5,1 333,1,1 121,4,1
"org.jabref.logic.citationstyle.CitationStyleGenerator",784,5,1 333,4,1 121,3,2
"org.jabref.logic.citationstyle.CitationStyleOutputFormat",0,1,1,7,1 122,1,4
"org.jabref.logic.citationstyle.CitationStylePreviewLayout",784,6,1 333,4,1 121,4,4
"org.jabref.logic.citationstyle.JabRefLocaleProvider",0,0,0,1,1 122,0,1
"org.jabref.logic.cleanup.CleanupPreferences",0,2,9,5,1 122,2,2
"org.jabref.logic.cleanup.CleanupPreset",784,3,1 333,8,1 121,1,3
"org.jabref.logic.cleanup.CleanupPreset.CleanupStep",0,0,0,6,1 122,0,3
"org.jabref.logic.cleanup.CleanupWorker",784,22,1 333,3,1 121,6,2
"org.jabref.logic.cleanup.Cleanups",784,18,1 333,5,1 121,6,5
"org.jabref.logic.cleanup.ConvertToBiblatexCleanup",784,8,1 333,4,1 121,5,2
"org.jabref.logic.cleanup.ConvertToBibtexCleanup",784,9,1 333,5,1 121,5,3
"org.jabref.logic.cleanup.DoiCleanup",784,9,1 333,5,1 121,6,2
"org.jabref.logic.cleanup.EprintCleanup",784,6,1 333,3,1 121,5,2
"org.jabref.logic.cleanup.FieldFormatterCleanup",784,9,1 333,26,1 121,5,7
"org.jabref.logic.cleanup.FieldFormatterCleanups",784,5,1 333,17,1 121,4,10
"org.jabref.logic.cleanup.FileLinksCleanup",784,6,1 333,1,1 121,5,1
"org.jabref.logic.cleanup.Formatter",0,0,0,52,1 208,0,12
"org.jabref.logic.cleanup.ISSNCleanup",784,5,1 333,1,1 121,5,1
"org.jabref.logic.cleanup.MoveFieldCleanup",784,5,1 333,3,1 121,5,1
"org.jabref.logic.cleanup.MoveFilesCleanup",784,8,1 333,3,1 121,7,2
"org.jabref.logic.cleanup.NormalizeNewlinesFormatter",0,3,8,2,1 122,3,2
"org.jabref.logic.cleanup.RelativePathsCleanup",784,7,1 333,1,1 121,6,1
"org.jabref.logic.cleanup.RenamePdfCleanup",784,8,1 333,3,1 121,7,2
"org.jabref.logic.cleanup.TimeStampToCreationDate",784,9,1 333,2,1 121,6,1
"org.jabref.logic.cleanup.TimeStampToModificationDate",784,9,1 333,2,1 121,6,1
"org.jabref.logic.cleanup.UpgradePdfPsToFileCleanup",784,7,1 333,1,1 121,5,1
"org.jabref.logic.crawler.Crawler",784,12,1 333,2,1 121,8,2
"org.jabref.logic.crawler.StudyDatabaseToFetcherConverter",784,5,1 333,3,1 121,2,1
"org.jabref.logic.crawler.StudyFetcher",784,9,1 333,1,1 121,5,1
"org.jabref.logic.crawler.StudyRepository",784,30,1 333,3,1 121,13,1
"org.jabref.logic.crawler.StudyYamlParser",0,1,3,3,1 122,1,2
"org.jabref.logic.database.DatabaseMerger",784,14,1 333,5,1 121,5,3
"org.jabref.logic.database.DuplicateCheck",784,18,1 333,7,1 121,7,5
"org.jabref.logic.exporter.AtomicFileOutputStream",784,1,1 333,1,1 121,1,1
"org.jabref.logic.exporter.AtomicFileWriter",784,1,1 333,5,1 121,1,4
"org.jabref.logic.exporter.BibDatabaseWriter",784,31,1 333,9,1 121,12,7
"org.jabref.logic.exporter.BibTeXMLExporter",784,10,1 333,2,1 121,6,1
"org.jabref.logic.exporter.BibWriter",0,1,3,13,1 122,1,9
"org.jabref.logic.exporter.BibtexDatabaseWriter",784,16,1 333,7,1 121,8,7
"org.jabref.logic.exporter.BlankLineBehaviour",0,0,0,2,1 122,0,1
"org.jabref.logic.exporter.EmbeddedBibFilePdfExporter",784,12,1 333,5,1 121,6,4
"org.jabref.logic.exporter.Exporter",784,6,1 333,29,1 121,4,6
"org.jabref.logic.exporter.ExporterFactory",784,18,1 333,18,1 121,7,7
"org.jabref.logic.exporter.GroupSerializer",784,18,1 333,2,1 121,7,1
"org.jabref.logic.exporter.MSBibExporter",784,7,1 333,3,1 121,5,1
"org.jabref.logic.exporter.MetaDataSerializer",784,14,1 333,4,1 121,11,2
"org.jabref.logic.exporter.ModsExporter",784,9,1 333,3,1 121,6,1
"org.jabref.logic.exporter.OOCalcDatabase",784,13,1 333,1,1 121,6,1
"org.jabref.logic.exporter.OpenDocumentRepresentation",784,12,1 333,1,1 121,6,1
"org.jabref.logic.exporter.OpenDocumentSpreadsheetCreator",784,7,1 333,1,1 121,5,1
"org.jabref.logic.exporter.OpenOfficeDocumentCreator",784,6,1 333,1,1 121,4,1
"org.jabref.logic.exporter.SaveException",784,2,1 333,9,1 121,2,3
"org.jabref.logic.exporter.SavePreferences",0,4,28,32,1 122,4,10
"org.jabref.logic.exporter.SavePreferences.DatabaseSaveType",0,0,0,5,1 123,0,3
"org.jabref.logic.exporter.TemplateExporter",784,15,1 333,17,1 121,6,6
"org.jabref.logic.exporter.XmpExporter",784,7,1 333,2,1 121,6,1
"org.jabref.logic.exporter.XmpPdfExporter",784,7,1 333,3,1 121,6,2
"org.jabref.logic.externalfiles.ExternalFilesContentImporter",784,7,1 333,1,1 121,4,1
"org.jabref.logic.externalfiles.LinkedFileHandler",784,6,1 333,3,1 121,5,2
"org.jabref.logic.formatter.Formatters",784,27,1 333,4,1 121,5,4
"org.jabref.logic.formatter.IdentityFormatter",0,2,7,4,1 123,2,3
"org.jabref.logic.formatter.bibtexfields.AddBracesFormatter",0,2,7,1,1,2,1
"org.jabref.logic.formatter.bibtexfields.CleanupUrlFormatter",0,2,7,4,1 123,2,4
"org.jabref.logic.formatter.bibtexfields.ClearFormatter",0,2,7,10,1 123,2,4
"org.jabref.logic.formatter.bibtexfields.EscapeAmpersandsFormatter",0,2,7,2,1 123,2,2
"org.jabref.logic.formatter.bibtexfields.EscapeUnderscoresFormatter",0,2,7,2,1 123,2,2
"org.jabref.logic.formatter.bibtexfields.HtmlToLatexFormatter",0,4,9,6,1 123,4,5
"org.jabref.logic.formatter.bibtexfields.HtmlToUnicodeFormatter",0,3,8,5,1 123,3,4
"org.jabref.logic.formatter.bibtexfields.LatexCleanupFormatter",0,2,7,3,1 123,2,3
"org.jabref.logic.formatter.bibtexfields.NormalizeDateFormatter",0,3,11,5,1 123,3,4
"org.jabref.logic.formatter.bibtexfields.NormalizeEnDashesFormatter",0,2,7,1,1,2,1
"org.jabref.logic.formatter.bibtexfields.NormalizeMonthFormatter",0,3,10,6,1 123,3,4
"org.jabref.logic.formatter.bibtexfields.NormalizeNamesFormatter",0,3,14,6,1 123,3,4
"org.jabref.logic.formatter.bibtexfields.NormalizePagesFormatter",0,3,8,7,1 123,3,5
"org.jabref.logic.formatter.bibtexfields.OrdinalsToSuperscriptFormatter",0,2,7,3,1 123,2,3
"org.jabref.logic.formatter.bibtexfields.RegexFormatter",0,2,7,2,1 123,2,2
"org.jabref.logic.formatter.bibtexfields.RemoveBracesFormatter",0,2,7,6,1 123,2,3
"org.jabref.logic.formatter.bibtexfields.RemoveDigitsFormatter",0,2,7,2,1 123,2,2
"org.jabref.logic.formatter.bibtexfields.RemoveHyphenatedNewlinesFormatter",0,2,7,2,1 125,2,2
"org.jabref.logic.formatter.bibtexfields.RemoveNewlinesFormatter",0,2,7,6,1 125,2,5
"org.jabref.logic.formatter.bibtexfields.RemoveRedundantSpacesFormatter",0,2,7,2,1 123,2,2
"org.jabref.logic.formatter.bibtexfields.ReplaceTabsBySpaceFormater",0,2,7,2,1 123,2,2
"org.jabref.logic.formatter.bibtexfields.ShortenDOIFormatter",784,5,1 333,2,1 121,4,2
"org.jabref.logic.formatter.bibtexfields.TrimWhitespaceFormatter",0,2,7,3,1 123,2,3
"org.jabref.logic.formatter.bibtexfields.UnicodeToLatexFormatter",0,4,9,6,1 124,4,4
"org.jabref.logic.formatter.bibtexfields.UnitsToLatexFormatter",0,3,8,3,1 123,3,3
"org.jabref.logic.formatter.casechanger.CapitalizeFormatter",0,4,10,3,1 126,3,3
"org.jabref.logic.formatter.casechanger.LowerCaseFormatter",0,4,10,9,1 128,3,6
"org.jabref.logic.formatter.casechanger.ProtectTermsFormatter",0,4,13,4,1 123,4,4
"org.jabref.logic.formatter.casechanger.SentenceCaseFormatter",0,6,13,2,1 123,4,2
"org.jabref.logic.formatter.casechanger.Title",0,2,3,5,1 135,1,1
"org.jabref.logic.formatter.casechanger.TitleCaseFormatter",0,5,12,5,1 123,4,5
"org.jabref.logic.formatter.casechanger.TitleParser",0,2,2,1,1 136,1,1
"org.jabref.logic.formatter.casechanger.UnprotectTermsFormatter",0,2,7,3,1 125,2,3
"org.jabref.logic.formatter.casechanger.UpperCaseFormatter",0,4,10,5,1 126,3,5
"org.jabref.logic.formatter.casechanger.Word",0,1,1,8,1 137,0,2
"org.jabref.logic.formatter.minifier.MinifyNameListFormatter",0,3,7,2,1 123,2,2
"org.jabref.logic.formatter.minifier.TruncateFormatter",0,2,7,3,1 123,2,2
"org.jabref.logic.git.GitHandler",784,1,1 333,4,1 121,1,2
"org.jabref.logic.git.SlrGitHandler",784,1,1 333,7,1 121,1,3
"org.jabref.logic.groups.DefaultGroupsFactory",784,3,1 333,5,1 121,2,4
"org.jabref.logic.help.HelpFile",0,0,0,37,1 122,0,19
"org.jabref.logic.importer.AuthorListParser",1,3,7,2,1 177,2,2
"org.jabref.logic.importer.AuthorListParser.Token",0,0,0,1,1 178,0,1
"org.jabref.logic.importer.CompositeIdFetcher",784,11,1 333,2,1 121,4,2
"org.jabref.logic.importer.FetcherException",0,1,1,77,1 122,1,9
"org.jabref.logic.importer.FetcherResult",0,1,1,1,1 122,1,1
"org.jabref.logic.importer.FulltextFetchers",784,12,1 333,3,1 121,7,3
"org.jabref.logic.importer.ImportCleanup",784,4,1 333,9,1 121,3,7
"org.jabref.logic.importer.ImportException",0,1,1,5,1 122,1,4
"org.jabref.logic.importer.ImportFormatPreferences",784,5,1 333,119,1 121,5,19
"org.jabref.logic.importer.ImportFormatReader",784,39,1 333,10,1 121,9,5
"org.jabref.logic.importer.ImportFormatReader.UnknownFormatImport",784,1,1 333,5,1 121,1,4
"org.jabref.logic.importer.Importer",784,4,1 333,50,1 121,4,8
"org.jabref.logic.importer.ImporterPreferences",0,0,0,22,1 122,0,11
"org.jabref.logic.importer.OpenDatabase",784,9,1 333,9,1 121,5,8
"org.jabref.logic.importer.ParseException",0,0,0,39,1 124,0,10
"org.jabref.logic.importer.ParserResult",784,6,1 333,106,1 121,3,25
"org.jabref.logic.importer.QueryParser",0,1,5,1,1,1,1
"org.jabref.logic.importer.WebFetchers",784,45,1 333,13,1 121,7,10
"org.jabref.logic.importer.fetcher.ACMPortalFetcher",784,7,1 333,2,1 121,4,2
"org.jabref.logic.importer.fetcher.ACS",784,5,1 333,2,1 121,5,2
"org.jabref.logic.importer.fetcher.AbstractIsbnFetcher",784,9,1 333,4,1 121,6,2
"org.jabref.logic.importer.fetcher.ApsFetcher",784,6,1 333,2,1 121,5,2
"org.jabref.logic.importer.fetcher.ArXiv",784,22,1 333,5,1 121,13,3
"org.jabref.logic.importer.fetcher.ArXiv.ArXivEntry",784,6,1 333,1,1 121,5,1
"org.jabref.logic.importer.fetcher.AstrophysicsDataSystem",784,27,1 333,3,1 121,13,2
"org.jabref.logic.importer.fetcher.BibsonomyScraper",0,6,1 334,0,0,5,0
"org.jabref.logic.importer.fetcher.CiteSeer",784,15,1 333,3,1 121,10,2
"org.jabref.logic.importer.fetcher.CollectionOfComputerScienceBibliographiesFetcher",784,18,1 333,2,1 121,7,2
"org.jabref.logic.importer.fetcher.CollectionOfComputerScienceBibliographiesParser",784,8,1 333,2,1 121,6,1
"org.jabref.logic.importer.fetcher.ComplexSearchQuery",1,1,4,4,1 125,1,2
"org.jabref.logic.importer.fetcher.ComplexSearchQuery.ComplexSearchQueryBuilder",1,3,4,2,1 125,2,2
"org.jabref.logic.importer.fetcher.CompositeSearchBasedFetcher",784,5,1 333,2,1 121,3,2
"org.jabref.logic.importer.fetcher.CrossRef",784,22,1 333,4,1 121,11,3
"org.jabref.logic.importer.fetcher.DBLPFetcher",784,17,1 333,3,1 121,11,2
"org.jabref.logic.importer.fetcher.DOAJFetcher",784,13,1 333,3,1 121,8,2
"org.jabref.logic.importer.fetcher.DiVA",784,7,1 333,2,1 121,4,2
"org.jabref.logic.importer.fetcher.DoiFetcher",784,22,1 333,9,1 121,14,6
"org.jabref.logic.importer.fetcher.DoiResolution",784,7,1 333,2,1 121,7,2
"org.jabref.logic.importer.fetcher.GoogleScholar",0,18,1 335,3,3,12,2
"org.jabref.logic.importer.fetcher.GrobidCitationFetcher",784,7,1 333,3,1 121,3,3
"org.jabref.logic.importer.fetcher.GvkFetcher",784,7,1 333,3,1 121,4,2
"org.jabref.logic.importer.fetcher.IEEE",784,19,1 333,3,1 121,10,2
"org.jabref.logic.importer.fetcher.INSPIREFetcher",784,18,1 333,3,1 121,12,2
"org.jabref.logic.importer.fetcher.IacrEprintFetcher",784,11,1 333,3,1 121,8,2
"org.jabref.logic.importer.fetcher.IsbnFetcher",784,12,1 333,4,1 121,7,3
"org.jabref.logic.importer.fetcher.IsbnViaEbookDeFetcher",784,8,1 333,3,1 121,6,2
"org.jabref.logic.importer.fetcher.IsbnViaOttoBibFetcher",784,10,1 333,3,1 121,7,2
"org.jabref.logic.importer.fetcher.JstorFetcher",0,15,1 335,2,2,8,2
"org.jabref.logic.importer.fetcher.LibraryOfCongress",784,5,1 333,2,1 121,2,2
"org.jabref.logic.importer.fetcher.MathSciNet",784,18,1 333,3,1 121,9,2
"org.jabref.logic.importer.fetcher.MedlineFetcher",784,18,1 333,2,1 121,10,2
"org.jabref.logic.importer.fetcher.Medra",784,14,1 333,3,1 121,7,2
"org.jabref.logic.importer.fetcher.MrDLibFetcher",784,12,1 333,3,1 121,9,3
"org.jabref.logic.importer.fetcher.OpenAccessDoi",784,5,1 333,2,1 121,5,2
"org.jabref.logic.importer.fetcher.RfcFetcher",784,7,1 333,2,1 121,4,2
"org.jabref.logic.importer.fetcher.ScienceDirect",784,7,1 333,2,1 121,7,2
"org.jabref.logic.importer.fetcher.SpringerFetcher",784,16,1 333,3,1 121,8,2
"org.jabref.logic.importer.fetcher.SpringerLink",784,6,1 333,2,1 121,6,2
"org.jabref.logic.importer.fetcher.TitleFetcher",784,11,1 333,2,1 121,7,2
"org.jabref.logic.importer.fetcher.TrustLevel",0,0,0,19,1 123,0,2
"org.jabref.logic.importer.fetcher.ZbMATH",784,18,1 333,3,1 121,8,2
"org.jabref.logic.importer.fetcher.transformers.AbstractQueryTransformer",0,2,3,44,1 148,1,4
"org.jabref.logic.importer.fetcher.transformers.ArXivQueryTransformer",0,2,5,2,1 123,1,2
"org.jabref.logic.importer.fetcher.transformers.CollectionOfComputerScienceBibliographiesQueryTransformer",0,2,4,2,1 123,2,2
"org.jabref.logic.importer.fetcher.transformers.DBLPQueryTransformer",0,2,6,2,1 123,2,2
"org.jabref.logic.importer.fetcher.transformers.DefaultLuceneQueryTransformer",0,1,4,2,1 122,1,1
"org.jabref.logic.importer.fetcher.transformers.DefaultQueryTransformer",0,2,6,7,1 123,2,2
"org.jabref.logic.importer.fetcher.transformers.GVKQueryTransformer",0,2,5,2,1 123,1,2
"org.jabref.logic.importer.fetcher.transformers.IEEEQueryTransformer",0,3,5,2,1 123,2,2
"org.jabref.logic.importer.fetcher.transformers.JstorQueryTransformer",0,1,4,2,4,1,2
"org.jabref.logic.importer.fetcher.transformers.ScholarQueryTransformer",0,2,6,2,5,1,2
"org.jabref.logic.importer.fetcher.transformers.SpringerQueryTransformer",0,1,4,2,1 123,1,2
"org.jabref.logic.importer.fetcher.transformers.YearAndYearRangeByFilteringQueryTransformer",0,2,5,4,1 129,1,1
"org.jabref.logic.importer.fetcher.transformers.YearRangeByFilteringQueryTransformer",0,1,4,11,1 137,1,2
"org.jabref.logic.importer.fetcher.transformers.ZbMathQueryTransformer",0,1,4,2,1 123,1,2
"org.jabref.logic.importer.fileformat.ACMPortalParser",784,7,1 333,3,1 121,5,2
"org.jabref.logic.importer.fileformat.BibTeXMLImporter",784,9,1 333,6,1 121,5,2
"org.jabref.logic.importer.fileformat.BiblioscapeImporter",784,8,1 333,5,1 121,5,2
"org.jabref.logic.importer.fileformat.BibtexImporter",784,7,1 333,9,1 121,5,3
"org.jabref.logic.importer.fileformat.BibtexParser",784,23,1 333,34,1 121,12,14
"org.jabref.logic.importer.fileformat.CffImporter",784,14,1 333,2,1 121,6,2
"org.jabref.logic.importer.fileformat.CffImporter.CffAuthor",0,0,0,2,1 123,0,1
"org.jabref.logic.importer.fileformat.CffImporter.CffFormat",0,2,2,1,1 122,1,1
"org.jabref.logic.importer.fileformat.CffImporter.CffIdentifier",0,0,0,2,1 123,0,1
"org.jabref.logic.importer.fileformat.CoinsParser",784,7,1 333,1,1 121,5,1
"org.jabref.logic.importer.fileformat.CopacImporter",784,9,1 333,5,1 121,5,2
"org.jabref.logic.importer.fileformat.CustomImporter",784,3,1 333,7,1 121,2,5
"org.jabref.logic.importer.fileformat.EndnoteImporter",784,12,1 333,3,1 121,6,2
"org.jabref.logic.importer.fileformat.EndnoteXmlImporter",784,15,1 333,2,1 121,8,2
"org.jabref.logic.importer.fileformat.GvkParser",784,7,1 333,2,1 121,4,1
"org.jabref.logic.importer.fileformat.InspecImporter",784,10,1 333,3,1 121,5,2
"org.jabref.logic.importer.fileformat.IsiImporter",784,13,1 333,3,1 121,6,2
"org.jabref.logic.importer.fileformat.MedlineImporter",784,14,1 333,5,1 121,7,3
"org.jabref.logic.importer.fileformat.MedlinePlainImporter",784,12,1 333,3,1 121,5,2
"org.jabref.logic.importer.fileformat.ModsImporter",784,13,1 333,5,1 121,6,4
"org.jabref.logic.importer.fileformat.MrDLibImporter",784,7,1 333,2,1 121,6,2
"org.jabref.logic.importer.fileformat.MrDLibImporter.RankedBibEntry",784,1,1 333,1,1 121,1,1
"org.jabref.logic.importer.fileformat.MsBibImporter",784,4,1 333,4,1 121,3,2
"org.jabref.logic.importer.fileformat.OvidImporter",784,13,1 333,4,1 121,5,2
"org.jabref.logic.importer.fileformat.PdfContentImporter",784,15,1 333,6,1 121,8,3
"org.jabref.logic.importer.fileformat.PdfEmbeddedBibFileImporter",784,12,1 333,5,1 121,8,4
"org.jabref.logic.importer.fileformat.PdfGrobidImporter",784,9,1 333,5,1 121,5,4
"org.jabref.logic.importer.fileformat.PdfMergeMetadataImporter",784,20,1 333,5,1 121,9,4
"org.jabref.logic.importer.fileformat.PdfMergeMetadataImporter.EntryBasedFetcherWrapper",784,12,1 333,2,1 121,6,2
"org.jabref.logic.importer.fileformat.PdfVerbatimBibTextImporter",784,12,1 333,4,1 121,7,3
"org.jabref.logic.importer.fileformat.PdfXmpImporter",784,7,1 333,6,1 121,4,4
"org.jabref.logic.importer.fileformat.RepecNepImporter",784,9,1 333,3,1 121,5,2
"org.jabref.logic.importer.fileformat.RisImporter",784,15,1 333,4,1 121,6,2
"org.jabref.logic.importer.fileformat.SilverPlatterImporter",784,10,1 333,3,1 121,5,2
"org.jabref.logic.importer.util.FileFieldParser",784,1,1 333,9,1 121,1,8
"org.jabref.logic.importer.util.GrobidService",784,9,1 333,4,1 121,5,3
"org.jabref.logic.importer.util.GrobidService.ConsolidateCitations",0,0,0,3,1 122,0,2
"org.jabref.logic.importer.util.GroupsParser",784,26,1 333,2,1 121,14,1
"org.jabref.logic.importer.util.INSPIREBibtexFilterReader",0,0,0,0,0,0,0
"org.jabref.logic.importer.util.IdentifierParser",0,8,11,2,1 122,3,2
"org.jabref.logic.importer.util.JsonReader",0,1,1,4,1 123,1,2
"org.jabref.logic.importer.util.MediaTypes",0,0,0,4,1 122,0,2
"org.jabref.logic.importer.util.MetaDataParser",784,12,1 333,2,1 121,9,2
"org.jabref.logic.importer.util.ShortDOIService",784,4,1 333,2,1 121,3,2
"org.jabref.logic.importer.util.ShortDOIServiceException",0,1,1,3,1 122,1,2
"org.jabref.logic.integrity.ASCIICharacterChecker",784,5,1 333,2,1 121,4,1
"org.jabref.logic.integrity.AbbreviationChecker",0,4,11,2,1 123,4,1
"org.jabref.logic.integrity.BibStringChecker",784,6,1 333,2,1 121,4,1
"org.jabref.logic.integrity.BibTeXEntryTypeChecker",784,7,1 333,1,1 121,5,1
"org.jabref.logic.integrity.BooktitleChecker",0,3,9,2,1 123,3,1
"org.jabref.logic.integrity.BracesCorrector",0,0,0,1,1,0,1
"org.jabref.logic.integrity.BracketChecker",0,3,9,2,1 123,3,1
"org.jabref.logic.integrity.CitationKeyChecker",784,7,1 333,2,1 121,5,1
"org.jabref.logic.integrity.CitationKeyDeviationChecker",784,8,1 333,2,1 121,6,1
"org.jabref.logic.integrity.CitationKeyDuplicationChecker",784,6,1 333,2,1 121,5,1
"org.jabref.logic.integrity.DateChecker",0,4,11,2,1 123,4,1
"org.jabref.logic.integrity.DoiDuplicationChecker",784,7,1 333,2,1 121,6,1
"org.jabref.logic.integrity.DoiValidityChecker",0,4,14,2,1 123,4,1
"org.jabref.logic.integrity.EditionChecker",784,4,1 333,2,1 121,4,1
"org.jabref.logic.integrity.EntryLinkChecker",784,7,1 333,2,1 121,5,1
"org.jabref.logic.integrity.FieldChecker",784,6,1 333,2,1 121,4,1
"org.jabref.logic.integrity.FieldCheckers",784,27,1 333,34,1 121,5,2
"org.jabref.logic.integrity.FileChecker",784,7,1 333,1,1 121,7,1
"org.jabref.logic.integrity.HTMLCharacterChecker",784,6,1 333,2,1 121,4,1
"org.jabref.logic.integrity.HowPublishedChecker",784,4,1 333,2,1 121,4,1
"org.jabref.logic.integrity.ISBNChecker",0,4,14,2,1 123,4,1
"org.jabref.logic.integrity.ISSNChecker",0,4,10,2,1 123,4,1
"org.jabref.logic.integrity.IntegrityCheck",784,24,1 333,2,1 121,7,2
"org.jabref.logic.integrity.IntegrityMessage",784,2,1 333,33,1 121,2,2
"org.jabref.logic.integrity.JournalInAbbreviationListChecker",784,6,1 333,2,1 121,5,1
"org.jabref.logic.integrity.MonthChecker",784,4,1 333,2,1 121,4,1
"org.jabref.logic.integrity.NoBibtexFieldChecker",784,10,1 333,2,1 121,5,1
"org.jabref.logic.integrity.NoteChecker",784,4,1 333,2,1 121,4,1
"org.jabref.logic.integrity.PagesChecker",784,4,1 333,3,1 121,4,1
"org.jabref.logic.integrity.PersonNamesChecker",784,7,1 333,2,1 121,6,1
"org.jabref.logic.integrity.TitleChecker",784,4,1 333,2,1 121,4,1
"org.jabref.logic.integrity.TypeChecker",784,6,1 333,2,1 121,5,1
"org.jabref.logic.integrity.UTF8Checker",784,5,1 333,2,1 121,4,1
"org.jabref.logic.integrity.UrlChecker",0,3,9,2,1 123,3,1
"org.jabref.logic.integrity.ValidCitationKeyChecker",784,4,1 333,2,1 121,4,1
"org.jabref.logic.integrity.YearChecker",0,3,9,2,1 123,3,1
"org.jabref.logic.journals.Abbreviation",0,0,0,15,1 137,0,4
"org.jabref.logic.journals.AbbreviationFormat",0,0,0,2,1 129,0,1
"org.jabref.logic.journals.AbbreviationParser",0,3,3,1,1 127,1,1
"org.jabref.logic.journals.AbbreviationWriter",0,2,2,1,1 123,1,1
"org.jabref.logic.journals.JournalAbbreviationLoader",0,4,5,9,1 126,1,4
