Dependency metrics,quinta, 2 dez 2021 12:06:03 WET
Class,Cyclic,Dcy,Dcy*,Dpt,Dpt*,PDcy,PDpt
"org.jabref.logic.journals.JournalAbbreviationPreferences",0,0,0,6,1 130,0,4
"org.jabref.logic.journals.JournalAbbreviationRepository",0,1,1,40,1 132,1,13
"org.jabref.logic.l10n.Encodings",0,0,0,4,1 123,0,4
"org.jabref.logic.l10n.Language",0,1,1,8,1 279,0,3
"org.jabref.logic.l10n.Localization",0,4,5,392,1 277,1,103
"org.jabref.logic.l10n.Localization.LocalizationBundle",0,0,0,1,1 278,0,1
"org.jabref.logic.l10n.LocalizationKey",0,0,0,4,1 283,0,1
"org.jabref.logic.l10n.LocalizationKeyParams",0,1,1,2,1 279,1,1
"org.jabref.logic.l10n.LocalizationLocator",0,1,6,0,0,1,0
"org.jabref.logic.layout.AbstractParamLayoutFormatter",0,1,2,5,1 130,1,1
"org.jabref.logic.layout.Layout",784,8,1 333,13,1 121,3,7
"org.jabref.logic.layout.LayoutEntry",784,86,1 333,2,1 121,9,1
"org.jabref.logic.layout.LayoutFormatterBasedFormatter",0,2,2,1,1 122,2,1
"org.jabref.logic.layout.LayoutFormatterPreferences",0,3,4,33,1 123,2,10
"org.jabref.logic.layout.LayoutHelper",784,3,1 333,10,1 121,1,5
"org.jabref.logic.layout.StringInt",0,0,0,4,1 124,0,2
"org.jabref.logic.layout.TextBasedPreviewLayout",784,7,1 333,4,1 121,5,3
"org.jabref.logic.layout.format.AuthorAbbreviator",0,2,9,3,1 125,2,2
"org.jabref.logic.layout.format.AuthorAndToSemicolonReplacer",0,1,1,2,1 123,1,2
"org.jabref.logic.layout.format.AuthorAndsCommaReplacer",0,2,2,2,1 123,1,2
"org.jabref.logic.layout.format.AuthorAndsReplacer",0,2,2,2,1 123,1,2
"org.jabref.logic.layout.format.AuthorFirstAbbrLastCommas",0,2,9,2,1 123,2,2
"org.jabref.logic.layout.format.AuthorFirstAbbrLastOxfordCommas",0,2,9,2,1 123,2,2
"org.jabref.logic.layout.format.AuthorFirstFirst",0,2,9,2,1 123,2,2
"org.jabref.logic.layout.format.AuthorFirstFirstCommas",0,2,9,2,1 123,2,2
"org.jabref.logic.layout.format.AuthorFirstLastCommas",0,2,9,2,1 123,2,2
"org.jabref.logic.layout.format.AuthorFirstLastOxfordCommas",0,2,9,2,1 123,2,2
"org.jabref.logic.layout.format.AuthorLF_FF",0,2,9,2,1 123,2,2
"org.jabref.logic.layout.format.AuthorLF_FFAbbr",0,2,9,2,1 123,2,2
"org.jabref.logic.layout.format.AuthorLastFirst",0,2,9,2,1 123,2,2
"org.jabref.logic.layout.format.AuthorLastFirstAbbrCommas",0,2,9,2,1 123,2,2
"org.jabref.logic.layout.format.AuthorLastFirstAbbrOxfordCommas",0,2,9,2,1 123,2,2
"org.jabref.logic.layout.format.AuthorLastFirstAbbreviator",0,2,10,3,1 124,2,2
"org.jabref.logic.layout.format.AuthorLastFirstCommas",0,2,9,2,1 123,2,2
"org.jabref.logic.layout.format.AuthorLastFirstOxfordCommas",0,2,9,2,1 123,2,2
"org.jabref.logic.layout.format.AuthorNatBib",0,2,9,2,1 123,2,2
"org.jabref.logic.layout.format.AuthorOrgSci",0,3,9,3,1 124,2,2
"org.jabref.logic.layout.format.Authors",0,3,11,2,1 123,2,2
"org.jabref.logic.layout.format.CSLType",0,2,3,1,1 122,2,1
"org.jabref.logic.layout.format.CompositeFormat",0,1,1,3,1 124,1,2
"org.jabref.logic.layout.format.CreateBibORDFAuthors",0,2,2,1,1 122,1,1
"org.jabref.logic.layout.format.CreateDocBook4Authors",0,5,23,1,1 122,4,1
"org.jabref.logic.layout.format.CreateDocBook4Editors",0,5,23,1,1 122,4,1
"org.jabref.logic.layout.format.CreateDocBook5Authors",0,5,23,1,1 122,4,1
"org.jabref.logic.layout.format.CreateDocBook5Editors",0,5,23,1,1 122,4,1
"org.jabref.logic.layout.format.CurrentDate",0,1,1,1,1 122,1,1
"org.jabref.logic.layout.format.DOICheck",0,2,9,2,1 123,2,2
"org.jabref.logic.layout.format.DOIStrip",0,2,9,2,1 123,2,2
"org.jabref.logic.layout.format.DateFormatter",0,1,2,2,1 123,1,2
"org.jabref.logic.layout.format.Default",0,1,2,2,1 123,1,2
"org.jabref.logic.layout.format.DocBookAuthorFormatter",0,4,19,4,1 126,2,1
"org.jabref.logic.layout.format.DocBookVersion",0,0,0,5,1 127,0,1
"org.jabref.logic.layout.format.EntryTypeFormatter",0,3,31,2,1 123,2,2
"org.jabref.logic.layout.format.FileLink",784,4,1 333,2,1 121,4,2
"org.jabref.logic.layout.format.FileLinkPreferences",0,0,0,8,1 124,0,3
"org.jabref.logic.layout.format.FirstPage",0,2,2,2,1 123,1,2
"org.jabref.logic.layout.format.FormatPagesForHTML",0,1,1,1,1 122,1,1
"org.jabref.logic.layout.format.FormatPagesForXML",0,1,1,1,1 122,1,1
"org.jabref.logic.layout.format.GetOpenOfficeType",0,1,1,3,1 122,1,2
"org.jabref.logic.layout.format.HTMLChars",0,3,5,3,1 123,3,3
"org.jabref.logic.layout.format.HTMLParagraphs",0,1,1,2,1 123,1,2
"org.jabref.logic.layout.format.IfPlural",0,1,3,2,1 123,1,2
"org.jabref.logic.layout.format.Iso690FormatDate",0,3,4,1,1 122,2,1
"org.jabref.logic.layout.format.Iso690NamesAuthors",0,3,4,1,1 122,2,1
"org.jabref.logic.layout.format.JournalAbbreviator",0,2,3,1,1 122,2,1
"org.jabref.logic.layout.format.LastPage",0,2,2,2,1 123,1,2
"org.jabref.logic.layout.format.LatexToUnicodeFormatter",0,4,9,9,1 129,4,8
"org.jabref.logic.layout.format.MarkdownFormatter",0,1,1,2,1 123,1,2
"org.jabref.logic.layout.format.NameFormatter",0,5,13,3,1 124,4,3
"org.jabref.logic.layout.format.NameFormatterPreferences",0,0,0,6,1 127,0,4
"org.jabref.logic.layout.format.NoSpaceBetweenAbbreviations",0,1,1,4,1 125,1,2
"org.jabref.logic.layout.format.NotFoundFormatter",0,2,7,1,1 122,2,1
"org.jabref.logic.layout.format.Number",784,2,1 333,1,1 121,2,1
"org.jabref.logic.layout.format.Ordinal",0,1,1,2,1 123,1,2
"org.jabref.logic.layout.format.RTFChars",0,4,6,2,1 123,3,2
"org.jabref.logic.layout.format.RemoveBrackets",0,1,1,5,1 123,1,4
"org.jabref.logic.layout.format.RemoveBracketsAddComma",0,1,1,2,1 123,1,2
"org.jabref.logic.layout.format.RemoveLatexCommandsFormatter",0,2,4,5,1 123,2,5
"org.jabref.logic.layout.format.RemoveTilde",0,2,2,3,1 123,1,3
"org.jabref.logic.layout.format.RemoveWhitespace",0,1,1,4,1 123,1,3
"org.jabref.logic.layout.format.Replace",0,1,3,2,1 123,1,2
"org.jabref.logic.layout.format.ReplaceUnicodeLigaturesFormatter",0,4,9,2,1 123,4,2
"org.jabref.logic.layout.format.RisAuthors",0,4,11,1,1 122,3,1
"org.jabref.logic.layout.format.RisKeywords",0,4,9,2,1 123,3,2
"org.jabref.logic.layout.format.RisMonth",0,2,5,2,1 123,2,2
"org.jabref.logic.layout.format.ShortMonthFormatter",0,2,5,2,1 123,2,2
"org.jabref.logic.layout.format.ToLowerCase",0,1,1,2,1 123,1,2
"org.jabref.logic.layout.format.ToUpperCase",0,1,1,2,1 123,1,2
"org.jabref.logic.layout.format.WrapContent",0,1,3,2,1 123,1,2
"org.jabref.logic.layout.format.WrapFileLinks",784,6,1 333,3,1 121,5,2
"org.jabref.logic.layout.format.WrapFileLinks.FormatEntry",784,1,1 333,1,1 121,1,1
"org.jabref.logic.layout.format.XMLChars",0,3,11,2,1 127,3,2
"org.jabref.logic.logging.JabRefLogger",0,0,0,1,1 122,0,1
"org.jabref.logic.logging.LogMessages",0,0,0,2,1 122,0,2
"org.jabref.logic.msbib.BibTeXConverter",784,10,1 333,1,1 121,4,1
"org.jabref.logic.msbib.MSBibConverter",784,14,1 333,1,1 121,4,1
"org.jabref.logic.msbib.MSBibDatabase",784,5,1 333,3,1 121,3,3
"org.jabref.logic.msbib.MSBibEntry",784,8,1 333,3,1 121,3,1
"org.jabref.logic.msbib.MSBibEntryType",0,0,0,1,1 123,0,1
"org.jabref.logic.msbib.MSBibMapping",0,8,12,2,1 122,3,1
"org.jabref.logic.msbib.MsBibAuthor",0,2,5,4,1 123,1,1
"org.jabref.logic.msbib.PageNumbers",0,0,0,3,1 122,0,1
"org.jabref.logic.net.ProgressInputStream",0,0,0,2,1 122,0,2
"org.jabref.logic.net.ProxyAuthenticator",0,0,0,1,3,0,1
"org.jabref.logic.net.ProxyPreferences",0,0,0,5,1 123,0,4
"org.jabref.logic.net.ProxyRegisterer",0,1,1,2,1 122,1,2
"org.jabref.logic.net.URLDownload",784,3,1 333,30,1 121,3,11
"org.jabref.logic.openoffice.OOUtil",784,7,1 333,1,1 121,5,1
"org.jabref.logic.openoffice.OOUtil.Formatting",0,0,0,1,1 122,0,1
"org.jabref.logic.openoffice.OpenOfficeFileSearch",784,3,1 333,1,1 121,3,1
"org.jabref.logic.openoffice.OpenOfficePreferences",0,0,0,9,1 122,0,4
"org.jabref.logic.openoffice.UndefinedBibtexEntry",784,3,1 333,1,1 121,3,1
"org.jabref.logic.openoffice.UndefinedParagraphFormatException",0,0,0,3,1 122,0,2
"org.jabref.logic.openoffice.action.EditInsert",0,16,1 393,0,0,9,0
"org.jabref.logic.openoffice.action.EditMerge",0,15,1 395,0,0,8,0
"org.jabref.logic.openoffice.action.EditMerge.JoinableGroupData",0,1,1 344,1,1,1,1
"org.jabref.logic.openoffice.action.EditMerge.ScanState",0,1,1 344,1,1,1,1
"org.jabref.logic.openoffice.action.EditSeparate",0,12,1 397,0,0,6,0
"org.jabref.logic.openoffice.action.ExportCited",0,10,1 393,0,0,7,0
"org.jabref.logic.openoffice.action.ExportCited.GenerateDatabaseResult",0,1,1 334,1,1,1,1
"org.jabref.logic.openoffice.action.ManageCitations",0,3,1 392,0,0,3,0
"org.jabref.logic.openoffice.action.Update",0,12,1 398,0,0,7,0
"org.jabref.logic.openoffice.action.Update.SyncOptions",0,1,1 334,1,1,1,1
"org.jabref.logic.openoffice.backend.Backend52",0,19,1 363,2,9,7,2
"org.jabref.logic.openoffice.backend.Codec52",0,2,2,1,10,2,1
"org.jabref.logic.openoffice.backend.Codec52.ParsedMarkName",0,1,1,2,11,1,1
"org.jabref.logic.openoffice.backend.GetContext",0,0,0,1,10,0,1
"org.jabref.logic.openoffice.backend.NamedRangeManagerReferenceMark",0,6,12,1,10,3,1
"org.jabref.logic.openoffice.backend.NamedRangeReferenceMark",0,5,10,1,11,2,1
"org.jabref.logic.openoffice.frontend.OOFrontend",1,28,1 391,8,8,10,2
"org.jabref.logic.openoffice.frontend.RangeForOverlapCheck",0,1,1,1,9,1,1
"org.jabref.logic.openoffice.frontend.UpdateBibliography",1,10,1 391,2,8,5,2
"org.jabref.logic.openoffice.frontend.UpdateCitationMarkers",0,10,1 392,4,4,5,1
"org.jabref.logic.openoffice.style.OOBibStyle",784,27,1 333,23,1 121,9,5
"org.jabref.logic.openoffice.style.OOBibStyle.BibStyleMode",0,0,0,1,1 122,0,1
"org.jabref.logic.openoffice.style.OOBibStyleGetCitationMarker",784,18,1 333,1,1 121,8,1
"org.jabref.logic.openoffice.style.OOBibStyleGetCitationMarker.AuthorYearMarkerPurpose",0,0,0,1,1 122,0,1
"org.jabref.logic.openoffice.style.OOBibStyleGetCitationMarker.CitationMarkerNormEntryWrap",784,4,1 333,1,1 121,2,1
"org.jabref.logic.openoffice.style.OOBibStyleGetCitationMarker.FieldAndContent",0,1,5,1,1 122,1,1
"org.jabref.logic.openoffice.style.OOBibStyleGetNumCitationMarker",784,6,1 333,1,1 121,4,1
"org.jabref.logic.openoffice.style.OOFormatBibliography",0,17,1 348,1,9,8,1
"org.jabref.logic.openoffice.style.OOPreFormatter",0,3,5,6,1 123,3,3
"org.jabref.logic.openoffice.style.OOProcess",3,10,1 351,5,5,6,2
"org.jabref.logic.openoffice.style.OOProcessAuthorYearMarkers",3,12,1 351,1,5,4,1
"org.jabref.logic.openoffice.style.OOProcessCitationKeyMarkers",3,7,1 351,1,5,4,1
"org.jabref.logic.openoffice.style.OOProcessNumericMarkers",3,8,1 351,1,5,4,1
"org.jabref.logic.openoffice.style.StyleLoader",784,3,1 333,6,1 121,3,3
"org.jabref.logic.pdf.EntryAnnotationImporter",784,7,1 333,2,1 121,5,1
"org.jabref.logic.pdf.FileAnnotationCache",784,5,1 333,4,1 121,5,2
"org.jabref.logic.pdf.PdfAnnotationImporter",0,4,4,2,1 123,2,1
"org.jabref.logic.pdf.TextExtractor",0,0,0,1,1 124,0,1
"org.jabref.logic.pdf.search.indexing.DocumentReader",784,7,1 333,2,1 121,6,1
"org.jabref.logic.pdf.search.indexing.IndexingTaskManager",784,8,1 333,3,1 121,5,2
"org.jabref.logic.pdf.search.indexing.PdfIndexer",784,10,1 333,5,1 121,7,4
"org.jabref.logic.pdf.search.retrieval.PdfSearcher",784,7,1 333,4,1 121,4,2
"org.jabref.logic.preferences.DOIPreferences",0,0,0,9,1 122,0,7
"org.jabref.logic.preferences.OwnerPreferences",0,0,0,6,1 122,0,4
"org.jabref.logic.preferences.TimestampPreferences",0,1,5,17,1 122,1,7
"org.jabref.logic.protectedterms.ProtectedTermsList",0,1,1,11,1 129,1,3
"org.jabref.logic.protectedterms.ProtectedTermsLoader",1,4,10,13,1 126,2,8
"org.jabref.logic.protectedterms.ProtectedTermsParser",1,3,10,1,1 126,2,1
"org.jabref.logic.protectedterms.ProtectedTermsPreferences",0,0,0,8,1 127,0,6
"org.jabref.logic.remote.RemotePreferences",0,0,0,7,1 124,0,6
"org.jabref.logic.remote.RemoteUtil",0,0,0,2,1 123,0,2
"org.jabref.logic.remote.client.RemoteClient",0,4,9,3,5,3,2
"org.jabref.logic.remote.server.RemoteListenerServer",784,5,1 333,1,1 121,4,1
"org.jabref.logic.remote.server.RemoteListenerServerLifecycle",784,4,1 333,5,1 121,3,3
"org.jabref.logic.remote.server.RemoteListenerServerThread",784,3,1 333,1,1 121,2,1
"org.jabref.logic.remote.shared.Protocol",0,2,2,2,1 123,1,2
"org.jabref.logic.remote.shared.RemoteMessage",0,0,0,3,1 124,0,3
"org.jabref.logic.search.DatabaseSearcher",784,4,1 333,2,1 121,3,2
"org.jabref.logic.search.SearchQuery",784,10,1 333,15,1 121,5,10
"org.jabref.logic.search.SearchQuery.EscapeMode",0,0,0,1,1 122,0,1
"org.jabref.logic.shared.DBMSConnection",0,5,13,7,1 125,3,2
"org.jabref.logic.shared.DBMSConnectionProperties",0,4,4,7,1 128,3,2
"org.jabref.logic.shared.DBMSConnectionPropertiesBuilder",0,2,5,4,1 125,1,2
"org.jabref.logic.shared.DBMSProcessor",784,15,1 333,7,1 121,6,2
"org.jabref.logic.shared.DBMSSynchronizer",784,29,1 333,8,1 121,15,3
"org.jabref.logic.shared.DBMSType",0,0,0,16,1 133,0,3
"org.jabref.logic.shared.DatabaseLocation",0,0,0,8,1 122,0,6
"org.jabref.logic.shared.DatabaseNotSupportedException",0,0,0,4,1 122,0,2
"org.jabref.logic.shared.MySQLProcessor",784,2,1 333,1,1 121,1,1
"org.jabref.logic.shared.OracleProcessor",784,8,1 333,1,1 121,5,1
"org.jabref.logic.shared.PostgreSQLProcessor",784,8,1 333,1,1 121,5,1
"org.jabref.logic.shared.event.ConnectionLostEvent",784,1,1 333,2,1 121,1,2
"org.jabref.logic.shared.event.SharedEntriesNotPresentEvent",784,1,1 333,4,1 121,1,2
"org.jabref.logic.shared.event.UpdateRefusedEvent",784,2,1 333,3,1 121,2,2
"org.jabref.logic.shared.exception.InvalidDBMSConnectionPropertiesException",0,0,0,3,1 126,0,2
"org.jabref.logic.shared.exception.NotASharedDatabaseException",0,0,0,1,1 122,0,1
"org.jabref.logic.shared.exception.OfflineLockException",784,1,1 333,3,1 121,1,1
"org.jabref.logic.shared.exception.SharedEntryNotPresentException",0,1,1 334,0,0,1,0
"org.jabref.logic.shared.listener.OracleNotificationListener",784,1,1 333,1,1 121,1,1
"org.jabref.logic.shared.listener.PostgresSQLNotificationListener",784,2,1 333,1,1 121,1,1
"org.jabref.logic.shared.prefs.SharedDatabasePreferences",0,3,3,6,1 129,2,5
"org.jabref.logic.shared.security.Password",0,0,0,4,1 131,0,4
"org.jabref.logic.texparser.DefaultLatexParser",784,2,1 333,5,1 121,2,3
"org.jabref.logic.texparser.TexBibEntriesResolver",784,11,1 333,3,1 121,7,2
"org.jabref.logic.undo.AddUndoableActionEvent",0,1,1,2,1 123,1,2
"org.jabref.logic.undo.UndoChangeEvent",0,0,0,3,1 125,0,2
"org.jabref.logic.undo.UndoRedoEvent",0,1,1,2,1 123,1,2
"org.jabref.logic.util.BuildInfo",2,1,2,17,1 128,1,7
"org.jabref.logic.util.CoarseChangeFilter",784,8,1 333,3,1 121,6,2
"org.jabref.logic.util.DelayTaskThrottler",784,1,1 333,5,1 121,1,2
"org.jabref.logic.util.ExternalLinkCreator",784,2,1 333,2,1 121,2,2
"org.jabref.logic.util.MetadataSerializationConfiguration",0,0,0,2,1 122,0,2
"org.jabref.logic.util.OS",0,0,0,57,1 143,0,32
"org.jabref.logic.util.StandardFileType",0,3,4,79,1 123,2,19
"org.jabref.logic.util.TestEntry",784,3,1 333,4,1 121,3,3
"org.jabref.logic.util.UnknownFileType",0,2,2,1,1 124,1,1
"org.jabref.logic.util.UpdateField",784,6,1 333,6,1 121,4,5
"org.jabref.logic.util.Version",2,2,2,13,1 128,1,5
"org.jabref.logic.util.Version.DevelopmentStage",2,1,2,2,1 128,1,1
"org.jabref.logic.util.io.AutoLinkPreferences",0,1,1,7,1 122,1,5
"org.jabref.logic.util.io.AutoLinkPreferences.CitationKeyDependency",0,0,0,5,1 123,0,4
"org.jabref.logic.util.io.CitationKeyBasedFileFinder",784,6,1 333,2,1 121,5,1
"org.jabref.logic.util.io.DatabaseFileLookup",784,5,1 333,1,1 121,3,1
"org.jabref.logic.util.io.FileFinders",784,5,1 333,1,1 121,1,1
"org.jabref.logic.util.io.FileHistory",0,0,0,4,1 123,0,3
"org.jabref.logic.util.io.FileNameCleaner",0,0,0,3,1 123,0,1
"org.jabref.logic.util.io.FileNameUniqueness",784,3,1 333,2,1 121,3,2
"org.jabref.logic.util.io.FileUtil",784,8,1 333,38,1 121,6,24
"org.jabref.logic.util.io.RegExpBasedFileFinder",784,6,1 333,2,1 121,4,1
"org.jabref.logic.util.io.XMLUtil",0,1,1,2,1 122,1,1
"org.jabref.logic.util.io.XMLUtil.NodeListWrapper",0,0,0,1,1 123,0,1
"org.jabref.logic.util.strings.HTMLUnicodeConversionMaps",0,0,0,5,1 132,0,4
"org.jabref.logic.util.strings.QuotedStringTokenizer",0,0,0,1,1 122,0,1
"org.jabref.logic.util.strings.RtfCharMap",0,0,0,1,1 124,0,1
"org.jabref.logic.util.strings.StringLengthComparator",0,0,0,3,1 127,0,3
"org.jabref.logic.util.strings.StringManipulator",0,6,16,3,1 124,3,2
"org.jabref.logic.util.strings.StringManipulator.Direction",0,0,0,2,1 125,0,1
"org.jabref.logic.util.strings.StringManipulator.LetterCase",0,0,0,1,1 125,0,1
"org.jabref.logic.util.strings.StringSimilarity",0,0,0,4,1 123,0,3
"org.jabref.logic.util.strings.UnicodeLigaturesMap",0,0,0,1,1 124,0,1
"org.jabref.logic.util.strings.XmlCharsMap",0,0,0,1,1 128,0,1
"org.jabref.logic.xmp.DocumentInformationExtractor",784,6,1 333,1,1 121,3,1
"org.jabref.logic.xmp.DublinCoreExtractor",784,13,1 333,3,1 121,7,1
"org.jabref.logic.xmp.EncryptedPdfsNotSupportedException",0,0,0,5,1 122,0,2
"org.jabref.logic.xmp.XmpPreferences",0,1,5,34,1 122,1,10
"org.jabref.logic.xmp.XmpUtilReader",784,6,1 333,7,1 121,2,2
"org.jabref.logic.xmp.XmpUtilShared",784,4,1 333,4,1 121,2,2
"org.jabref.logic.xmp.XmpUtilWriter",784,9,1 333,5,1 121,5,4
"org.jabref.migrations.ConvertLegacyExplicitGroups",784,9,1 333,2,1 121,7,2
"org.jabref.migrations.ConvertMarkingToGroups",784,12,1 333,2,1 121,10,2
"org.jabref.migrations.CustomEntryTypePreferenceMigration",0,8,1 334,1,5,6,1
"org.jabref.migrations.MergeReviewIntoCommentMigration",784,5,1 333,2,1 121,5,2
"org.jabref.migrations.PreferencesMigrations",0,13,1 335,2,4,7,2
"org.jabref.migrations.SpecialFieldsToSeparateFields",784,8,1 333,2,1 121,5,2
"org.jabref.model.ChainNode",0,0,0,3,1 165,0,2
"org.jabref.model.FieldChange",784,2,1 333,51,1 121,2,21
"org.jabref.model.TreeNode",0,0,0,25,1 128,0,12
"org.jabref.model.database.BibDatabase",784,13,1 333,227,1 121,6,60
"org.jabref.model.database.BibDatabaseContext",784,10,1 333,256,1 121,8,67
"org.jabref.model.database.BibDatabaseMode",0,0,0,72,1 140,0,32
"org.jabref.model.database.BibDatabaseModeDetection",784,5,1 333,5,1 121,3,5
"org.jabref.model.database.BibDatabases",784,1,1 333,3,1 121,1,2
"org.jabref.model.database.KeyChangeListener",784,9,1 333,1,1 121,5,1
"org.jabref.model.database.KeyCollisionException",0,0,0,6,1 122,0,4
"org.jabref.model.database.event.AutosaveEvent",0,0,0,3,1 123,0,3
"org.jabref.model.database.event.BibDatabaseContextChangedEvent",0,0,0,8,1 122,0,7
"org.jabref.model.database.event.ChangePropagation",0,0,0,2,1 122,0,2
"org.jabref.model.database.event.EntriesAddedEvent",784,3,1 333,8,1 121,2,6
"org.jabref.model.database.event.EntriesRemovedEvent",784,3,1 333,8,1 121,2,5
"org.jabref.model.entry.Author",0,2,4,29,1 181,1,14
"org.jabref.model.entry.AuthorList",1,2,7,56,1 177,2,17
"org.jabref.model.entry.BibEntry",784,30,1 333,591,1 121,11,86
"org.jabref.model.entry.BibEntryType",0,7,21,39,1 137,3,19
"org.jabref.model.entry.BibEntryTypeBuilder",0,7,23,7,1 133,3,3
"org.jabref.model.entry.BibEntryTypesManager",0,12,34,59,1 123,4,22
"org.jabref.model.entry.BibEntryTypesManager.InternalEntryTypes",0,2,22,1,1 124,2,1
"org.jabref.model.entry.BibtexString",0,2,2,25,1 126,1,11
"org.jabref.model.entry.BibtexString.Type",0,0,0,3,1 127,0,2
"org.jabref.model.entry.CanonicalBibEntry",784,5,1 333,2,1 121,3,1
"org.jabref.model.entry.Date",0,1,4,13,1 127,1,8
"org.jabref.model.entry.EntryConverter",0,2,6,4,1 138,1,2
"org.jabref.model.entry.EntryLinkList",784,2,1 333,3,1 121,2,2
"org.jabref.model.entry.IdGenerator",0,0,0,4,1 128,0,1
"org.jabref.model.entry.Keyword",0,3,3,14,1 164,2,9
"org.jabref.model.entry.KeywordList",0,2,6,13,1 156,2,8
"org.jabref.model.entry.LinkedFile",784,3,1 333,74,1 121,3,30
"org.jabref.model.entry.Month",0,1,3,32,1 135,1,14
"org.jabref.model.entry.ParsedEntryLink",784,2,1 333,5,1 121,2,2
"org.jabref.model.entry.SharedBibEntryData",0,0,0,9,1 122,0,3
"org.jabref.model.entry.event.EntriesEvent",784,3,1 333,11,1 121,3,7
"org.jabref.model.entry.event.EntriesEventSource",0,0,0,17,1 122,0,8
"org.jabref.model.entry.event.EntryChangedEvent",784,3,1 333,8,1 121,2,6
"org.jabref.model.entry.event.FieldAddedOrRemovedEvent",784,3,1 333,1,1 121,2,1
"org.jabref.model.entry.event.FieldChangedEvent",784,5,1 333,7,1 121,4,6
"org.jabref.model.entry.field.BibField",0,2,6,14,1 139,1,9
"org.jabref.model.entry.field.FieldFactory",1,10,16,54,1 149,3,38
"org.jabref.model.entry.field.FieldPriority",0,0,0,10,1 141,0,5
"org.jabref.model.entry.field.FieldProperty",0,0,0,19,1 207,0,10
"org.jabref.model.entry.field.IEEEField",0,2,5,3,1 150,1,3
"org.jabref.model.entry.field.InternalField",0,2,5,51,1 154,1,26
"org.jabref.model.entry.field.OrFields",1,2,16,23,1 149,1,13
"org.jabref.model.entry.field.SpecialField",0,4,10,20,1 152,2,12
"org.jabref.model.entry.field.SpecialFieldValue",0,1,4,8,1 158,1,5
"org.jabref.model.entry.field.StandardField",0,2,5,322,1 184,1,60
"org.jabref.model.entry.field.UnknownField",0,2,5,69,1 154,1,23
"org.jabref.model.entry.identifier.ArXivIdentifier",0,4,7,9,1 124,3,7
"org.jabref.model.entry.identifier.DOI",0,3,7,34,1 130,2,16
"org.jabref.model.entry.identifier.ISBN",0,3,7,7,1 126,2,7
"org.jabref.model.entry.identifier.ISSN",0,0,0,3,1 125,0,3
"org.jabref.model.entry.identifier.IacrEprint",0,3,7,2,1 123,2,2
"org.jabref.model.entry.identifier.MathSciNetId",0,4,7,3,1 124,3,3
"org.jabref.model.entry.types.BiblatexEntryTypeDefinitions",0,6,25,5,1 128,3,4
"org.jabref.model.entry.types.BiblatexSoftwareEntryTypeDefinitions",0,5,24,3,1 124,3,2
"org.jabref.model.entry.types.BibtexEntryTypeDefinitions",0,5,24,6,1 128,3,5
"org.jabref.model.entry.types.EntryTypeFactory",0,8,29,21,1 127,2,14
"org.jabref.model.entry.types.IEEETranEntryType",0,1,1,13,1 131,1,7
"org.jabref.model.entry.types.IEEETranEntryTypeDefinitions",0,6,25,4,1 124,3,3
"org.jabref.model.entry.types.StandardEntryType",0,1,1,134,1 136,1,36
"org.jabref.model.entry.types.SystematicLiteratureReviewStudyEntryType",0,1,1,2,1 129,1,1
"org.jabref.model.entry.types.SystematicLiteratureReviewStudyEntryTypeDefinitions",0,5,25,0,0,3,0
"org.jabref.model.entry.types.UnknownEntryType",0,2,4,10,1 128,2,10
"org.jabref.model.groups.AbstractGroup",784,4,1 333,31,1 121,4,8
"org.jabref.model.groups.AllEntriesGroup",784,3,1 333,13,1 121,2,8
"org.jabref.model.groups.AutomaticGroup",784,5,1 333,7,1 121,3,4
"org.jabref.model.groups.AutomaticKeywordGroup",784,11,1 333,7,1 121,5,4
"org.jabref.model.groups.AutomaticPersonsGroup",784,7,1 333,6,1 121,3,4
"org.jabref.model.groups.ExplicitGroup",784,4,1 333,21,1 121,2,8
"org.jabref.model.groups.GroupHierarchyType",0,1,1,38,1 122,0,9
"org.jabref.model.groups.GroupTreeNode",784,11,1 333,38,1 121,6,13
"org.jabref.model.groups.KeywordGroup",784,3,1 333,13,1 121,2,5
"org.jabref.model.groups.LastNameGroup",784,8,1 333,2,1 121,4,1
"org.jabref.model.groups.RegexKeywordGroup",784,5,1 333,5,1 121,3,4
"org.jabref.model.groups.SearchGroup",784,5,1 333,9,1 121,4,4
"org.jabref.model.groups.TexGroup",784,9,1 333,8,1 121,5,5
"org.jabref.model.groups.WordKeywordGroup",784,13,1 333,17,1 121,4,7
"org.jabref.model.groups.WordKeywordGroup.KeywordListSearchStrategy",784,6,1 333,1,1 121,3,1
"org.jabref.model.groups.WordKeywordGroup.StringSearchStrategy",784,5,1 333,1,1 121,3,1
"org.jabref.model.groups.WordKeywordGroup.TypeSearchStrategy",784,8,1 333,1,1 121,3,1
"org.jabref.model.groups.event.GroupUpdatedEvent",784,2,1 333,1,1 121,2,1
"org.jabref.model.metadata.ContentSelector",0,1,5,8,1 123,1,5
"org.jabref.model.metadata.ContentSelectors",0,2,6,4,1 122,2,4
"org.jabref.model.metadata.MetaData",784,15,1 333,65,1 121,11,33
"org.jabref.model.metadata.SaveOrderConfig",1,4,19,15,1 124,2,8
"org.jabref.model.metadata.SaveOrderConfig.OrderType",1,1,19,6,1 124,1,6
"org.jabref.model.metadata.SaveOrderConfig.SortCriterion",0,1,5,8,1 128,1,6
"org.jabref.model.metadata.event.MetaDataChangedEvent",784,2,1 333,2,1 121,2,2
